"","age","sex","marital_status","race","edu","wage"
"225653",44,2,0,2,10,6.26339826259162
"119361",30,1,0,1,13,8.47741232140439
"76011",52,2,0,1,12,9.44580767297922
"38221",38,2,0,2,12,6.80793494369993
"253606",48,1,0,1,11,9.82579624482026
"287051",32,1,0,1,12,9.03539156951164
"356772",51,1,0,1,12,8.47114925291483
"285626",44,2,0,2,20,9.71141864428729
"380653",41,2,0,1,20,7.65207074611648
"563760",45,1,0,1,10,7.11882624906208
"204584",44,1,0,1,19,4.90527477843843
"228795",37,2,0,1,16,9.04723303410603
"408702",31,2,0,1,19,10.4632461874113
"336198",32,1,0,1,12,9.82579624482026
"540216",42,1,0,1,12,9.23552067050648
"118575",51,2,0,1,12,6.87212810133899
"358300",36,2,0,1,10,8.72013403541293
"421979",39,1,0,1,12,9.04840950482996
"253553",30,2,0,1,12,9.18245516848665
"338447",49,2,0,1,14,9.68812614166397
"30883",34,1,0,1,18,9.79840477608298
"341900",30,2,0,1,12,9.17003907520266
"409906",37,2,0,1,12,9.21084024701783
"280980",41,2,0,2,9,8.28778002708843
"6040",32,2,0,1,12,6.62671774924902
"10703",52,1,0,1,20,11.2252433925184
"59477",32,1,0,1,12,9.99902497924519
"273404",38,2,0,1,4,7.69848278788095
"116351",32,1,0,1,18,8.85437945877111
"264894",32,2,0,1,13,9.30155125202957
"418878",60,2,0,1,15,9.69984020902742
"244845",31,1,0,1,14,9.21084024701783
"121370",30,2,0,2,10,6.91274282049318
"402528",37,1,0,1,16,9.8644868151864
"368415",40,2,0,1,14,7.92840602618053
"356753",30,1,0,1,12,9.18245516848665
"109390",33,1,0,1,12,9.12750209366718
"376007",42,1,0,1,20,9.90373752129133
"172221",35,1,0,1,7,9.54716968769421
"184877",34,1,0,1,12,9.2596066132791
"134772",35,1,0,1,12,10.086017420965
"519930",38,1,0,1,12,9.90373752129133
"208427",35,1,0,1,12,9.25004173882773
"433779",30,1,0,1,12,8.98782162543081
"162423",48,2,0,1,12,9.14473461487819
"411862",33,2,0,1,16,9.30610499396056
"11790",31,2,0,1,15,8.50815244676409
"71553",59,2,0,1,15,9.75062770589179
"284086",33,1,0,2,12,9.19877373560472
"17802",36,2,0,1,12,9.79840477608298
"107251",32,2,0,1,20,9.7412626974413
"256214",40,1,0,1,12,9.23063307524395
"526572",33,1,0,1,12,9.16795465547975
"50659",39,2,0,2,17,9.92353524783991
"250205",53,2,0,1,16,9.50114257176421
"239695",41,1,0,2,12,8.51819269174932
"288139",50,2,0,2,10,8.43054538469057
"30277",49,2,0,1,17,10.086017420965
"282975",55,1,0,2,4,8.51819269174932
"133549",60,1,0,1,16,11.0021831710655
"542559",35,1,0,1,18,9.61613875787447
"515436",57,1,0,1,12,9.76278767043299
"491247",37,2,0,1,10,9.41287296938627
"512116",30,1,0,1,16,9.3321154289021
"490170",53,2,0,2,12,7.76004068088038
"583289",55,2,0,1,11,8.8180382503943
"414414",38,2,0,1,13,9.54716968769421
"295122",51,1,0,1,16,9.72465988499643
"514316",53,1,0,1,9,9.30610499396056
"281756",32,1,0,1,14,8.51819269174932
"128251",30,1,0,1,19,9.7412626974413
"278376",50,1,0,1,12,9.21084024701783
"363022",34,2,0,1,12,9.35053700246947
"285588",49,1,0,1,18,10.0456379446408
"381236",30,2,0,1,18,9.5822486965555
"415639",36,2,0,1,19,8.98782162543081
"366569",36,1,0,1,16,9.95251578360348
"311120",55,2,0,1,12,9.38639231575654
"318254",50,1,0,1,20,8.74751094647845
"532423",37,1,0,1,16,9.26435496028242
"366235",30,1,0,1,13,9.79840477608298
"159541",32,1,0,1,16,8.51819269174932
"182950",47,1,0,1,13,9.80449560332918
"309495",51,1,0,1,10,9.39307850865535
"491669",32,1,0,1,16,10.4044143441229
"208001",36,1,0,1,15,9.09884999594282
"494618",41,2,0,1,18,9.74419869485275
"594510",52,1,0,1,6,9.68065645240396
"389001",31,2,0,1,16,9.49589518341179
"512043",31,2,0,1,16,9.12314716027381
"115621",56,2,0,1,12,9.01857435635423
"155181",34,2,0,2,10,5.22035582507832
"367842",50,2,0,1,7,8.51819269174932
"214075",50,2,0,1,16,9.08760760659389
"205944",30,1,0,2,16,9.07165285220229
"6171",46,2,0,1,16,9.94869989535768
"87779",33,2,0,1,19,9.68065645240396
"313892",31,2,0,1,16,9.25004173882773
"105860",57,1,0,1,8,9.61613875787447
"257513",43,1,0,1,12,9.61613875787447
"275434",45,2,0,1,8,7.00760061395185
"27148",31,2,0,1,16,9.81274193922938
"296979",50,2,0,1,8,9.04840950482996
"540443",42,1,0,1,20,9.81820195825377
"564399",32,1,0,1,15,9.77934055979325
"586304",50,2,0,1,19,9.21084024701783
"268409",42,2,0,1,7,8.98782162543081
"340773",35,1,0,1,16,9.73418093281967
"306772",40,2,0,1,12,7.49831587076698
"24705",40,1,0,1,4,7.67554600253785
"73331",32,2,0,1,12,9.54716968769421
"278742",45,1,0,2,11,8.81951754060489
"419500",33,2,0,1,13,9.35314117060785
"407603",30,1,0,1,12,9.55002173953834
"504108",41,1,0,1,12,8.84865288621391
"242919",30,2,0,2,16,9.30610499396056
"385788",51,1,0,1,15,9.69677083890745
"251301",31,1,0,2,12,8.81951754060489
"475828",30,1,0,1,16,9.54716968769421
"104548",31,2,0,1,18,9.14473461487819
"136958",51,1,0,1,14,8.65259782842244
"143684",46,2,0,1,12,9.39307850865535
"339803",45,1,0,1,12,7.65207074611648
"297480",59,2,0,1,13,9.61613875787447
"198248",45,2,0,1,15,8.88253050843362
"184780",59,1,0,1,12,9.42019602896346
"126590",48,1,0,1,12,9.32411538623503
"561597",33,1,0,1,12,9.5822486965555
"373420",37,2,0,2,9,8.08794755464267
"304456",31,1,0,1,12,8.74909824839902
"541861",30,1,0,1,15,9.54716968769421
"253497",59,1,0,1,11,9.251962046667
"527832",33,2,0,1,12,9.21084024701783
"495537",56,2,0,1,8,7.49831587076698
"288701",44,1,0,1,12,9.07509322256816
"572552",47,1,0,1,1,5.72031177660741
"479320",34,1,0,1,12,9.2596066132791
"574307",30,1,0,1,12,8.98782162543081
"489283",33,2,0,1,11,9.79840477608298
"141411",30,2,0,1,14,9.39307850865535
"438904",54,1,0,1,11,10.0031066175648
"213283",35,1,0,1,12,9.96763537235988
"488123",33,2,0,1,15,9.99902497924519
"345430",31,2,0,1,12,9.71202433782489
"191358",49,2,0,1,18,8.77570388656774
"115947",37,1,0,2,12,8.98782162543081
"118126",59,2,0,1,12,9.21084024701783
"181196",30,2,0,1,16,9.21084024701783
"536895",58,2,0,1,13,9.39307850865535
"177826",41,2,0,1,20,8.51819269174932
"22612",33,1,0,1,15,9.61613875787447
"581315",34,2,0,1,14,9.38974100034247
"119635",41,2,0,1,12,8.96251983294953
"118218",32,1,0,1,16,10.2916369384346
"109154",33,1,0,1,12,9.90373752129133
"283089",39,1,0,1,18,8.98782162543081
"512603",30,2,0,1,12,9.39307850865535
"229661",53,2,0,1,16,9.63658801926688
"38052",39,1,0,2,5,8.021256180144
"313531",35,1,0,1,12,9.06009870864564
"355073",37,1,0,1,12,9.54000376666806
"104208",40,1,0,1,12,9.08760760659389
"495307",41,2,0,1,20,9.79840477608298
"382025",42,2,0,1,12,9.04840950482996
"215034",59,2,0,1,12,9.25770094333602
"304838",32,1,0,1,17,9.55144472092396
"311406",43,2,0,1,12,9.47308917788275
"594525",30,2,0,1,9,11.1751423695489
"124962",38,1,0,1,16,9.79840477608298
"172751",31,1,0,1,12,9.47308917788275
"392534",36,1,0,1,12,8.73793385811414
"74095",32,1,0,1,12,8.89357271862931
"178805",30,1,0,1,13,9.90373752129133
"481397",57,1,0,1,11,9.51966161953144
"20582",32,1,0,1,16,9.82579624482026
"112495",49,2,0,1,12,7.89543600694297
"540203",31,1,0,2,12,8.81951754060489
"259119",55,1,0,1,8,8.66647489413199
"332414",31,1,0,1,14,9.61613875787447
"570165",32,2,0,1,13,9.68065645240396
"401107",31,1,0,2,12,9.39307850865535
"101118",55,1,0,1,12,9.19877373560472
"556664",49,1,0,1,17,10.4632461874113
"5819",30,1,0,1,11,8.55545190353333
"18810",38,2,0,1,12,9.43308384326905
"57107",31,1,0,2,11,9.08760760659389
"580639",31,1,0,1,20,9.39307850865535
"491323",54,1,0,1,16,10.1458453227741
"292675",54,2,0,1,12,8.98782162543081
"423064",49,2,0,1,16,9.79283528243253
"289843",57,1,0,2,10,9.39307850865535
"528357",30,1,0,1,16,8.98782162543081
"406192",52,2,0,1,12,10.086017420965
"287763",32,1,0,1,14,9.81711233678938
"566298",31,1,0,2,12,7.24779258176785
"152242",35,1,0,1,11,9.32856775334083
"189787",36,1,0,1,12,9.86500656571785
"341833",32,2,0,1,12,8.65259782842244
"156089",54,1,0,1,5,9.27284557732758
"102775",53,2,0,1,14,9.39972029313758
"475592",33,2,0,1,12,9.05427118632629
"86896",33,1,0,1,16,9.35660287895444
"299466",55,1,0,1,12,10.6231549429055
"519163",49,1,0,1,19,8.45212119467252
"293612",47,1,0,1,9,9.61613875787447
"561845",41,1,0,2,12,7.27586460054653
"190673",34,2,0,1,17,9.39307850865535
"405385",31,2,0,1,15,9.64244741103077
"408601",30,1,0,2,12,9.72346335479086
"587840",34,1,0,1,16,2.70805020110221
"589557",33,1,0,1,16,8.92332474406756
"543393",36,2,0,1,19,9.99902497924519
"127476",35,2,0,1,16,10.5024614068288
"524084",32,2,0,1,12,8.81951754060489
"346834",41,2,0,1,11,9.39307850865535
"332417",33,2,0,1,19,8.98782162543081
"587385",57,2,0,1,12,9.56836440548421
"93394",49,2,0,2,12,8.27001306227379
"587676",35,1,0,2,12,9.61613875787447
"347727",36,2,0,1,16,9.61813609542263
"595271",37,2,0,1,13,9.3142498353667
"85791",42,2,0,1,20,8.19007704971905
"192650",30,1,0,1,16,9.19166710671056
"204181",38,1,0,1,20,10.1025433083212
"477090",31,2,0,1,12,9.54716968769421
"511287",38,1,0,1,19,10.5052045164902
"61324",30,1,0,2,7,8.29529885950246
"102666",40,2,0,2,12,9.21084024701783
"522682",47,1,0,1,5,7.13489085156588
"89229",31,1,0,2,6,8.88253050843362
"111904",32,1,0,1,14,9.47308917788275
"427792",30,2,0,1,10,9.1329192250076
"388134",55,1,0,1,16,10.1698821458447
"506635",43,2,0,1,12,9.10553525761006
"489926",38,2,0,2,13,9.67690057944416
"119218",41,2,0,1,10,8.85437945877111
"148032",35,1,0,1,13,9.2098402469345
"498608",38,2,0,1,12,9.96763537235988
"447004",38,2,0,2,12,9.49363784611014
"303700",44,1,0,1,12,8.41072094690572
"127601",32,2,0,1,14,9.61613875787447
"7881",33,1,0,1,12,10.1147609312799
"315453",47,2,0,1,13,9.28219580907661
"292153",54,1,0,1,8,8.13300021858361
"153359",33,1,0,1,14,9.99902497924519
"539221",60,2,0,1,12,9.36005264520451
"293244",60,2,0,1,12,8.70034773451408
"396952",30,2,0,1,18,9.89166797573079
"124585",57,1,0,1,15,9.82579624482026
"371743",34,1,0,1,9,9.21084024701783
"446961",38,2,0,1,12,9.06704720214971
"158430",30,2,0,1,13,9.29697667863573
"162424",43,1,0,1,14,9.71141864428729
"577682",33,2,0,1,10,8.29529885950246
"430064",32,1,0,1,19,10.5967597252842
"111417",31,1,0,1,16,9.61613875787447
"385923",51,2,0,1,14,9.47308917788275
"416239",31,1,0,1,13,9.07165285220229
"17196",31,2,0,1,15,9.39307850865535
"511059",32,1,0,1,12,9.21084024701783
"10538",47,1,0,1,20,10.5454730090001
"215260",32,1,0,1,12,9.17523119486262
"336607",55,1,0,1,12,9.68065645240396
"468731",39,1,0,1,12,9.57879565445045
"330926",32,2,0,1,12,9.30610499396056
"192839",37,1,0,1,11,7.89543600694297
"310894",56,1,0,1,10,9.47308917788275
"257448",52,1,0,1,12,5.57972982598622
"171380",31,2,0,1,16,9.51819265121735
"18648",59,1,0,1,12,10.0148052886681
"350991",44,2,0,1,11,7.42952084278646
"402640",37,1,0,1,10,9.86500656571785
"126321",33,1,0,2,12,9.47308917788275
"286967",52,2,0,1,16,9.54716968769421
"568808",52,1,0,1,8,9.41531995266272
"153787",31,2,0,1,12,9.56836440548421
"596569",32,1,0,1,12,9.68812614166397
"94484",49,2,0,1,9,9.48835082473123
"366362",49,2,0,1,16,10.0499660189149
"137470",30,1,0,1,16,9.08760760659389
"514022",49,1,0,1,10,8.51819269174932
"327472",39,1,0,1,12,9.62145615159316
"487485",32,2,0,2,13,8.50004703258127
"111382",49,2,0,1,14,9.89772095764179
"102474",46,2,0,1,12,9.39307850865535
"492623",53,1,0,1,12,9.79395166546782
"333693",35,1,0,1,12,9.54716968769421
"487645",35,1,0,1,12,10.021492785727
"128111",58,2,0,1,12,9.65918420338629
"335134",48,1,0,1,9,9.61613875787447
"406923",47,2,0,1,16,8.29529885950246
"176974",48,2,0,1,15,8.61341204915678
"139547",39,1,0,1,10,9.21084024701783
"17696",40,1,0,1,20,8.88253050843362
"237780",45,1,0,1,12,9.61613875787447
"326574",30,2,0,1,14,9.57948721741024
"157454",36,2,0,1,16,9.63593485137951
"175632",30,1,0,1,12,8.87696334026227
"387478",60,2,0,1,16,8.56693528331105
"356828",31,2,0,1,12,9.35053700246947
"233592",38,1,0,2,10,8.6079475546847
"152661",60,2,0,1,12,9.33917324381915
"412631",57,2,0,1,12,9.21084024701783
"202067",42,1,0,1,17,9.95251578360348
"264000",36,2,0,1,12,9.21084024701783
"369001",33,1,0,1,12,8.96251983294953
"122299",32,2,0,1,15,8.96251983294953
"564106",57,2,0,1,12,9.7412626974413
"584553",42,1,0,1,17,9.30610499396056
"150727",31,2,0,1,12,8.61341204915678
"375794",41,2,0,1,13,9.91418018207487
"495423",56,2,0,1,18,9.60810927344988
"389466",37,1,0,1,12,9.54716968769421
"316736",33,2,0,1,13,9.12750209366718
"489922",31,2,0,2,12,8.79558221695643
"47624",33,1,0,2,12,8.61341204915678
"539370",31,1,0,1,16,10.203777313027
"191946",31,1,0,1,13,9.39307850865535
"207641",30,1,0,1,12,9.09099361434362
"492818",44,1,0,1,13,9.94054246048714
"201150",35,2,0,1,7,8.36520683441836
"519175",40,1,0,1,12,9.30428598481871
"333554",52,1,0,1,15,9.47308917788275
"506256",32,1,0,1,16,10.3091193134236
"318194",56,2,0,1,12,9.06242024189956
"321684",34,1,0,1,18,9.47308917788275
"121763",36,2,0,2,12,9.43388384331172
"231911",30,1,0,2,10,9.10553525761006
"77342",32,1,0,1,12,8.88253050843362
"370570",30,1,0,1,12,9.5959428509881
"142448",36,2,0,2,17,10.2401383446439
"92707",39,1,0,1,12,9.21084024701783
"115551",30,2,0,1,16,9.90373752129133
"113641",30,2,0,1,12,9.72824090941413
"335569",32,2,0,2,12,9.66109746927605
"506006",43,1,0,1,20,9.85245738142335
"411711",30,1,0,1,7,9.5262454033717
"587009",37,1,0,1,12,9.85245738142335
"381002",31,1,0,1,10,8.96251983294953
"50967",36,1,0,1,1,8.33447155460094
"421465",35,1,0,1,12,8.16194579946869
"314060",52,1,0,1,14,10.1458453227741
"243037",30,2,0,2,16,9.67438880418324
"165338",32,1,0,1,16,9.10553525761006
"563643",31,2,0,2,14,9.66491305419138
"532539",56,1,0,1,8,8.07558263667172
"62150",33,1,0,1,16,9.35053700246947
"196025",37,1,0,1,1,7.27586460054653
"214698",31,2,0,2,18,8.00803284696931
"497188",31,2,0,1,19,7.38087903556412
"390596",39,2,0,1,17,9.85245738142335
"134361",46,1,0,1,11,6.00388706710654
"589443",33,1,0,1,14,8.96890555068972
"242930",30,1,0,1,16,10.0391105063208
"465668",53,2,0,1,12,9.14793291184757
"76257",38,1,0,1,16,9.89922849561574
"113728",40,2,0,1,8,8.47741232140439
"190938",32,2,0,1,18,9.61613875787447
"68446",35,2,0,1,12,8.15908865466791
"490995",47,2,0,1,12,9.86500656571785
"124207",42,1,0,2,9,8.76170676846664
"565003",32,1,0,2,10,8.34402957240705
"21702",54,2,0,1,9,9.10553525761006
"243120",30,2,0,2,14,9.56696531466487
"520830",53,1,0,1,12,9.61613875787447
"288726",32,1,0,1,13,9.68065645240396
"498554",34,1,0,1,18,8.36753241686183
"365767",32,1,0,1,13,9.04840950482996
"545685",57,1,0,1,16,10.3236770560427
"217713",34,2,0,1,12,9.50039462857302
"184271",44,1,0,1,14,7.92117272158701
"598123",43,2,0,1,20,9.95251578360348
"142062",31,1,0,1,15,7.82604401351897
"256470",30,1,0,1,12,9.28776426894099
"140066",33,1,0,1,16,9.54716968769421
"561370",33,1,0,1,13,9.61613875787447
"188495",33,2,0,1,17,9.20079495913265
"65449",32,1,0,1,15,9.43388384331172
"335937",43,1,0,2,11,9.47308917788275
"238733",54,1,0,1,12,10.126831083853
"116226",32,2,0,2,12,6.40522845803084
"70374",31,1,0,1,12,9.49964612554406
"202416",36,1,0,1,12,4.90527477843843
"542689",54,1,0,1,17,10.1660441062072
"420980",46,2,0,1,16,9.79784922051313
"43139",58,2,0,1,13,9.59253685314499
"473893",46,2,0,1,15,9.86344650299894
"586018",44,2,0,1,18,10.0434668625896
"289211",33,1,0,2,12,9.62145615159316
"57388",32,2,0,1,17,9.65085082182715
"521723",33,1,0,1,16,9.781602364546
"413535",35,2,0,1,12,9.52915767335868
"123627",57,2,0,2,11,7.09423484592476
"338384",32,2,0,2,12,9.90373752129133
"101989",32,2,0,1,10,8.29529885950246
"445736",59,1,0,1,18,10.3091193134236
"285777",37,2,0,2,12,6.92264389147589
"408851",40,1,0,1,12,9.79840477608298
"296266",34,2,0,1,12,8.55737498104907
"380977",31,1,0,1,14,8.63319686717254
"222784",42,2,0,2,5,8.45212119467252
"459691",31,1,0,1,12,9.61613875787447
"308888",31,2,0,1,16,9.61613875787447
"506475",53,1,0,2,5,9.54144106479549
"577274",37,2,0,1,16,7.45298232946546
"3160",31,1,0,1,17,9.5959428509881
"564869",37,1,0,1,17,9.40796096605931
"502578",58,2,0,1,8,9.68065645240396
"420273",39,1,0,1,16,10.1978348628567
"413571",38,1,0,2,13,9.39307850865535
"229370",54,1,0,2,8,8.63141433550626
"534899",57,1,0,1,12,9.51966161953144
"583511",31,1,0,1,16,9.21084024701783
"421840",30,2,0,1,14,9.57533064751863
"169594",55,1,0,1,9,9.82579624482026
"243145",32,1,0,1,9,8.94311430809178
"366446",32,2,0,1,19,10.0434668625896
"126482",57,1,0,1,14,9.90373752129133
"388959",45,2,0,1,12,9.68065645240396
"354271",59,1,0,1,12,8.84433633274893
"502721",32,2,0,1,12,9.39307850865535
"490738",39,1,0,1,16,10.0347350891458
"100896",40,1,0,1,12,9.68065645240396
"331510",33,1,0,1,20,10.6214492894705
"357137",51,2,0,1,8,8.92332474406756
"591429",30,2,0,1,12,9.61613875787447
"414458",53,1,0,1,9,7.35564110297425
"433147",30,1,0,1,12,8.29529885950246
"575374",43,2,0,1,9,8.96251983294953
"266136",40,2,0,2,9,7.12689080889881
"304687",57,1,0,1,12,9.35314117060785
"540103",49,1,0,1,20,8.51819269174932
"306243",55,1,0,1,9,9.39307850865535
"523799",30,1,0,1,16,9.90373752129133
"44683",39,2,0,2,12,8.81951754060489
"551347",57,2,0,1,12,9.47308917788275
"306204",32,2,0,1,13,8.55737498104907
"392488",30,1,0,1,14,9.68065645240396
"162758",46,1,0,2,12,8.58391682345914
"311534",45,1,0,1,14,6.37161184723186
"427393",42,1,0,1,11,9.90373752129133
"259683",53,2,0,1,12,8.51819269174932
"583817",53,2,0,1,12,9.29697667863573
"26638",50,1,0,1,7,8.45212119467252
"362601",35,1,0,1,12,10.086017420965
"532754",56,1,0,1,12,9.61613875787447
"86966",30,1,0,2,11,9.29880901996379
"309039",48,1,0,1,20,8.68862230704377
"177747",55,2,0,1,12,10.0152525158669
"386611",40,1,0,1,16,10.2253898758736
"396542",33,1,0,1,17,9.80670128384844
"555990",45,1,0,1,16,10.0434668625896
"430803",42,1,0,1,12,5.72031177660741
"124515",59,2,0,1,12,9.7240617988542
"410945",32,2,0,2,12,8.96251983294953
"502669",35,1,0,1,16,9.85245738142335
"202272",32,1,0,1,12,9.21084024701783
"562863",34,2,0,1,14,9.93328904377292
"115078",53,2,0,1,20,8.45638105201948
"349690",43,2,0,1,12,9.24425859017964
"581032",38,1,0,1,11,9.52988441757671
"241760",30,1,0,1,9,9.21084024701783
"423277",32,1,0,1,16,9.61613875787447
"160486",37,2,0,2,9,7.78113850984502
"231498",44,2,0,2,10,8.78032639094661
"578039",57,2,0,1,12,9.73595608121481
"506313",31,2,0,1,11,8.65259782842244
"395127",47,1,0,1,18,10.5454730090001
"401277",35,2,0,2,12,5.72031177660741
"386798",52,2,0,1,12,8.85295088709958
"543156",54,1,0,1,5,7.09423484592476
"203334",31,2,0,1,16,9.21084024701783
"559108",30,1,0,1,12,9.24811773631021
"252830",35,1,0,1,10,7.21890970761906
"590599",37,1,0,1,16,9.82579624482026
"407469",32,1,0,2,12,9.21084024701783
"278730",31,1,0,2,16,9.3142498353667
"459951",32,1,0,1,19,9.46304272553194
"386776",55,2,0,1,14,9.56836440548421
"428209",30,2,0,1,14,8.41294317004244
"316128",33,1,0,1,12,9.19877373560472
"163962",30,1,0,1,17,9.30610499396056
"140708",41,1,0,2,6,8.44139147799996
"584472",42,2,0,1,10,7.31654817718298
"281960",36,1,0,2,12,9.10553525761006
"563254",34,2,0,1,12,9.67250082376089
"562051",31,2,0,1,17,7.34277918933185
"486233",49,1,0,2,10,7.52563997504154
"435939",31,1,0,1,17,7.78530518253986
"290419",30,1,0,2,12,10.8717063772706
"138855",51,2,0,2,8,8.27001306227379
"128636",34,1,0,1,12,9.90373752129133
"498593",47,2,0,1,12,9.29880901996379
"244134",32,2,0,2,12,8.34402957240705
"529215",37,2,0,1,16,9.44184883962202
"583839",31,1,0,1,16,9.21084024701783
"73138",51,2,0,1,15,8.82541291508557
"197238",45,2,0,1,12,9.42504844446929
"400272",38,1,0,1,12,9.32232887392423
"306165",54,2,0,1,12,9.30610499396056
"331771",36,2,0,1,18,8.85437945877111
"314994",40,2,0,1,16,9.89772095764179
"416461",35,1,0,1,4,6.80793494369993
"489353",42,2,0,1,9,9.08760760659389
"552324",50,1,0,2,12,9.21084024701783
"251677",43,1,0,1,13,9.54716968769421
"405511",33,2,0,2,12,9.72226539118547
"134119",60,1,0,1,12,9.71141864428729
"177783",31,2,0,1,13,8.41737285613403
"584471",45,1,0,1,10,8.78032639094661
"115044",30,1,0,1,10,9.47308917788275
"596522",35,1,0,1,16,9.61613875787447
"562351",43,2,0,1,20,7.17395831975679
"218783",43,1,0,2,7,8.51819269174932
"496910",51,1,0,1,16,10.086017420965
"578587",31,1,0,1,20,8.53010941668278
"291075",49,1,0,1,16,9.80945156060953
"529856",50,2,0,1,15,9.61613875787447
"88761",41,1,0,1,18,10.203777313027
"376284",33,1,0,1,20,8.27001306227379
"378742",30,1,0,2,12,9.61613875787447
"108048",38,1,0,1,17,9.47308917788275
"371891",48,2,0,1,16,9.7412626974413
"322856",51,1,0,1,12,7.60339933974067
"333251",33,2,0,1,16,9.26908086699878
"195678",44,1,0,1,8,8.59137258959049
"590545",39,1,0,1,12,9.21084024701783
"280976",31,2,0,2,7,7.9355873855892
"511089",32,2,0,1,12,9.2596066132791
"338044",30,1,0,1,1,6.87212810133899
"14785",31,1,0,1,14,9.91763697564055
"577499",55,1,0,1,12,9.3160508263983
"261111",46,2,0,1,8,9.33476795035124
"551859",35,2,0,2,10,8.38822281011928
"544758",47,2,0,1,16,9.79840477608298
"213232",31,2,0,2,12,8.99900186611174
"591614",38,1,0,1,14,9.80945156060953
"382221",59,2,0,1,12,9.4442260198223
"61316",45,1,0,1,4,8.56693528331105
"361219",36,2,0,1,16,9.72943174015921
"353458",52,2,0,1,16,10.4632461874113
"34333",54,2,0,1,14,9.67250082376089
"479493",32,1,0,1,17,9.3160508263983
"241281",32,2,0,1,12,6.22455842927536
"515639",31,1,0,1,14,9.7053414453952
"255855",49,1,0,1,9,7.09423484592476
"529432",32,2,0,1,6,5.32300997913841
"332857",34,2,0,2,12,9.10553525761006
"210705",35,1,0,2,12,9.10553525761006
"310254",38,1,0,1,12,9.24038449332456
"538828",33,2,0,2,12,9.47308917788275
"545980",30,1,0,1,16,8.70034773451408
"586805",42,2,0,1,8,9.21084024701783
"128107",40,1,0,1,16,9.92353524783991
"46321",49,1,0,1,18,9.781602364546
"419293",37,2,0,1,12,9.62476522145582
"381769",32,2,0,1,19,8.97525074964357
"190365",34,2,0,1,12,8.73149779406324
"447715",55,1,0,1,15,10.1107049533001
"158984",41,1,0,1,12,9.78779607803994
"565750",34,1,0,1,15,10.5977591007578
"413271",54,2,0,1,9,9.30610499396056
